beds,baths,size,lot_size,zip_code,price
1,1.0,620.0,6090.0,98178,524950.0
3,3.0,1720.0,8370.0,98177,865000.0
2,2.0,1015.0,87991.2,98115,500000.0
1,1.0,530.0,2500.0,98118,390800.0
4,2.0,1350.0,5300.0,98106,700000.0
3,2.5,1510.0,2656.0,98133,717500.0
3,1.0,1730.0,4200.0,98103,900000.0
2,2.0,3120.0,14374.800000000001,98118,1050000.0
4,2.5,2172.0,3431.0,98105,975000.0
3,3.5,1410.0,1478.0,98117,740000.0
2,2.0,1350.0,4590.0,98117,960000.0
2,2.0,900.0,2041.0,98102,1650000.0
2,2.0,1174.0,800.0,98109,779000.0
3,1.5,1250.0,11761.2,98178,552000.0
5,3.0,3590.0,6900.0,98117,1700000.0
3,2.0,1548.0,1139.0,98117,850000.0
4,3.0,3030.0,6960.0,98115,1119000.0
4,2.0,2245.0,7892.0,98178,775000.0
4,3.5,2627.0,5150.0,98118,1650000.0
4,2.5,3680.0,7000.0,98118,1880000.0
2,1.0,2170.0,6985.0,98199,950000.0
3,1.0,1600.0,3600.0,98119,1023000.0
3,1.5,2120.0,3880.0,98105,865000.0
3,2.5,1980.0,5000.0,98146,675000.0
3,2.0,1370.0,3060.0,98103,1270000.0
4,1.5,1300.0,4080.0,98122,975000.0
3,2.0,1060.0,5290.0,98106,599000.0
2,1.0,770.0,5772.0,98106,490000.0
4,3.0,2470.0,12632.4,98115,1180000.0
3,2.5,2260.0,4000.0,98103,1406000.0
2,1.5,1120.0,966.0,98103,605000.0
3,3.5,1936.0,1770.0,98122,1295000.0
2,2.5,1560.0,1263.0,98117,730000.0
3,2.0,1100.0,2700.0,98122,645000.0
3,2.0,2120.0,6400.0,98103,1130000.0
2,2.5,1400.0,824.0,98102,1062500.0
3,2.5,1320.0,1396.0,98117,835000.0
4,4.5,4790.0,5000.0,98144,1750000.0
3,1.0,1070.0,6535.0,98168,515000.0
2,2.5,1966.0,1412.0,98103,1495000.0
2,2.0,1146.0,43560.0,98116,675000.0
3,2.5,1047.0,680.0,98144,720000.0
2,1.5,1760.0,4000.0,98144,650000.0
2,2.0,1030.0,7200.0,98125,826500.0
3,2.0,1514.0,990.0,98107,915000.0
3,1.5,1520.0,7150.0,98146,720000.0
4,3.5,3360.0,6000.0,98136,1575000.0
3,2.0,1910.0,7500.0,98136,725000.0
2,2.5,1550.0,1131.0,98122,1051500.0
3,3.0,1190.0,850.0,98144,765000.0
4,2.0,2640.0,3840.0,98122,700000.0
3,3.5,2206.0,1500.0,98103,1116000.0
1,1.0,250.0,10890000.0,98103,159000.0
8,4.0,3136.0,8636.0,98146,1005000.0
2,2.0,1149.0,564.0,98115,730000.0
1,1.0,861.0,9600.0,98126,405000.0
4,2.5,2050.0,9555.0,98177,805000.0
3,3.5,1930.0,6000.0,98125,600000.0
4,3.0,3090.0,14810.400000000001,98168,210000.0
3,2.0,2437.0,6500.0,98118,1275000.0
2,2.5,1330.0,856.0,98105,699950.0
3,2.0,1680.0,6000.0,98136,910000.0
2,2.0,1112.0,1484.0,98177,675000.0
1,1.0,626.0,114562.79999999999,98115,275000.0
2,1.0,1230.0,5000.0,98144,326000.0
4,2.5,2840.0,4480.0,98105,1200000.0
2,1.5,1115.0,745.0,98107,745000.0
4,2.0,2240.0,5043.0,98106,750000.0
4,3.0,1900.0,2256.0,98103,1150000.0
3,3.0,1970.0,8540.0,98177,1395000.0
3,2.5,1512.0,1041.0,98144,760000.0
2,1.5,806.0,4001.0,98106,510000.0
2,2.0,1319.0,794.0,98107,838000.0
2,1.0,2300.0,8799.0,98168,525000.0
2,1.5,1127.0,5500.0,98102,1008000.0
4,2.0,2280.0,8000.0,98168,640000.0
2,2.0,1120.0,1168.0,98126,789500.0
4,3.0,1960.0,5200.0,98136,1270000.0
1,1.0,627.0,14810.400000000001,98101,335000.0
2,2.0,1228.0,900.0,98109,900000.0
3,2.0,1800.0,3172.0,98117,1130000.0
4,1.0,1190.0,7320.0,98106,463900.0
5,5.5,5770.0,8226.0,98122,5000000.0
2,2.5,1710.0,962.0,98117,875000.0
2,2.0,968.0,656.0,98103,700000.0
2,1.0,790.0,5877.0,98178,532500.0
6,5.5,4510.0,12196.800000000001,98178,2202718.0
3,2.0,1300.0,3914.0,98199,1100000.0
3,3.5,2106.0,1785.0,98115,1266000.0
3,2.5,1573.0,1243.0,98107,1099950.0
4,2.0,2870.0,98881.2,98168,703500.0
4,3.5,4006.0,5000.0,98199,2940000.0
2,1.0,1060.0,5666.0,98108,875000.0
3,2.5,1610.0,1426.0,98199,840000.0
2,3.0,1212.0,30491.999999999996,98136,600000.0
4,2.5,2390.0,3570.0,98115,1350000.0
2,1.0,1080.0,6000.0,98199,950000.0
2,1.0,1350.0,6500.0,98126,850000.0
4,3.5,2795.0,6400.0,98122,1740000.0
2,1.0,970.0,2714.0,98103,1075000.0
3,3.5,1820.0,1101.0,98122,1250000.0
3,2.0,1770.0,7242.0,98168,500000.0
6,4.0,3280.0,5650.0,98118,999950.0
3,1.0,1260.0,13939.2,98168,440000.0
4,2.5,1939.0,2499.0,98107,1025000.0
4,3.0,2200.0,5586.0,98118,874999.0
3,2.0,1650.0,5075.0,98126,750000.0
3,2.0,1260.0,2640.0,98133,615000.0
2,2.0,1020.0,776.0,98118,605000.0
3,2.5,1500.0,1235.0,98119,1023500.0
2,1.0,1080.0,6000.0,98118,650000.0
4,2.5,1544.0,1562.0,98117,889000.0
4,2.0,1470.0,4000.0,98118,460000.0
4,2.0,1680.0,2600.0,98107,930000.0
4,2.0,2420.0,3680.0,98126,948750.0
4,3.5,2011.0,2421.0,98136,1130000.0
2,2.5,840.0,846.0,98144,629000.0
1,1.0,434.0,6600.0,98102,345000.0
4,2.5,2730.0,5724.0,98146,1175000.0
3,1.5,1350.0,2497.0,98118,599000.0
3,3.5,1740.0,2061.0,98122,840000.0
3,2.5,1940.0,2880.0,98118,1140000.0
4,1.0,1340.0,6000.0,98144,685000.0
2,2.0,1110.0,1650.0,98103,689000.0
3,2.5,1380.0,1550.0,98115,613000.0
3,2.5,1400.0,1001.0,98136,785000.0
3,2.0,2110.0,4000.0,98108,815000.0
1,1.0,557.0,38332.8,98102,399950.0
3,2.0,1830.0,5850.0,98126,835000.0
3,2.0,1480.0,5000.0,98116,780000.0
3,1.5,1550.0,8070.0,98133,835000.0
3,2.0,1670.0,8573.0,98146,620000.0
4,2.5,2890.0,3060.0,98115,1650000.0
3,3.5,1590.0,1781.0,98136,820000.0
1,1.0,630.0,17424.0,98109,439900.0
4,2.0,1440.0,4560.0,98126,760000.0
3,2.5,2529.0,3000.0,98122,1650000.0
3,3.0,1086.0,16117.199999999999,98144,539950.0
3,2.0,1565.0,2500.0,98103,985000.0
3,7.0,2190.0,5504.0,98112,1868000.0
2,2.0,1400.0,3060.0,98115,530000.0
3,3.5,1352.0,1680.0,98115,886000.0
4,4.0,2030.0,5400.0,98115,1349000.0
3,2.0,1455.0,43560.0,98117,959822.0
5,4.0,3240.0,8820.0,98199,1825000.0
3,2.0,924.0,11325.6,98126,422000.0
3,2.0,1758.0,1350.0,98103,1130000.0
3,2.5,1830.0,1175.0,98116,960000.0
4,3.0,2970.0,4000.0,98102,1950000.0
3,3.5,1500.0,1182.0,98103,700000.0
3,2.0,2020.0,6000.0,98119,900000.0
3,3.5,2188.0,4920.0,98112,1700000.0
2,1.5,1131.0,43560.0,98144,699950.0
2,2.0,1889.0,9601.0,98112,2750000.0
2,2.0,1131.0,6018.0,98116,575000.0
4,3.0,3300.0,7700.0,98199,1995000.0
4,2.0,2510.0,5460.0,98115,1025000.0
2,2.5,1580.0,13503.6,98178,1790000.0
1,1.0,703.0,22215.600000000002,98126,350000.0
2,2.0,1220.0,755.0,98118,600000.0
9,5.0,3590.0,4680.0,98117,1100400.0
6,5.5,4299.0,6867.0,98115,3300000.0
3,2.5,1260.0,1252.0,98117,750000.0
2,2.5,1048.0,1048.0,98115,760000.0
4,1.0,1470.0,8520.0,98125,699999.0
1,1.0,1113.0,9830.0,98102,595000.0
2,2.0,1570.0,3250.0,98103,715000.0
3,2.5,2740.0,4800.0,98117,1375000.0
2,2.5,1470.0,780.0,98103,885000.0
4,2.0,1710.0,9660.0,98118,685000.0
3,2.5,1580.0,1372.0,98103,1095000.0
2,1.0,800.0,6946.0,98125,550000.0
3,1.0,980.0,3000.0,98103,500000.0
5,3.5,3700.0,7581.0,98122,2075000.0
4,2.0,2352.0,5000.0,98199,1450000.0
3,3.0,2320.0,9465.0,98125,675000.0
2,2.0,1503.0,6250.0,98108,729000.0
4,5.5,2410.0,9000.0,98146,1500000.0
2,1.5,950.0,43560.0,98103,1270000.0
3,1.5,1640.0,5196.0,98103,1060000.0
3,1.5,2440.0,4000.0,98112,1400000.0
1,1.0,594.0,16988.4,98105,405000.0
4,2.0,1480.0,6075.0,98118,665000.0
3,2.5,1220.0,1136.0,98118,618000.0
3,2.0,2740.0,8340.0,98177,1305000.0
3,3.0,2160.0,6710.0,98118,1300000.0
2,2.0,1400.0,802.0,98199,850000.0
3,2.5,2650.0,7548.0,98136,1112000.0
2,2.0,2735.0,13068.0,98121,871000.0
2,1.0,1201.0,5000.0,98126,605000.0
6,6.0,3488.0,2388.0,98103,1225000.0
4,2.0,1742.0,54450.0,98105,781000.0
4,2.0,2390.0,5535.0,98105,1195000.0
3,1.0,4018.0,5000.0,98122,517500.0
3,3.5,1530.0,3000.0,98117,1089000.0
5,3.5,3340.0,3600.0,98112,2500000.0
2,1.0,2060.0,6000.0,98106,525000.0
3,2.5,1650.0,2752.0,98106,675000.0
1,1.0,640.0,17424.0,98144,497000.0
2,2.0,1106.0,12632.4,98109,1470000.0
2,2.0,1200.0,8000.0,98199,519000.0
3,2.5,1390.0,1570.0,98126,575000.0
3,2.0,1759.0,1188.0,98116,890000.0
2,1.5,1690.0,5027.0,98118,779000.0
4,3.5,2191.0,4120.0,98103,1394600.0
3,2.5,1380.0,1022.0,98144,655000.0
2,2.0,877.0,114562.79999999999,98115,415000.0
5,4.0,2754.0,3969.0,98126,956000.0
3,2.0,2770.0,7770.0,98115,700000.0
3,2.0,2029.0,400751.99999999994,98115,685000.0
4,3.0,2560.0,9956.0,98115,890000.0
5,3.5,2966.0,43560.0,98126,1263500.0
3,2.5,1763.0,2498.0,98117,1135000.0
3,2.5,1550.0,7089.0,98116,1350000.0
2,1.0,830.0,6600.0,98177,645000.0
5,3.5,5090.0,11761.2,98102,4325000.0
3,4.5,1460.0,1231.0,98108,700000.0
2,2.0,1036.0,656.0,98103,789950.0
3,3.0,1687.0,43560.0,98115,1035000.0
3,1.5,1430.0,8992.0,98168,438000.0
2,2.0,1960.0,7405.0,98168,580000.0
4,3.5,2720.0,7598.0,98115,1395000.0
1,1.0,706.0,20037.600000000002,98116,520000.0
3,2.0,2600.0,4200.0,98144,1525000.0
3,2.0,1900.0,6093.0,98115,965000.0
2,1.5,1580.0,6120.0,98115,1300000.0
1,1.0,1270.0,5640.0,98108,915000.0
4,2.5,2320.0,9500.0,98108,1001000.0
3,1.0,910.0,15245.999999999998,98106,650000.0
2,1.0,1915.0,5077.0,98133,725000.0
3,2.0,2462.0,3200.0,98119,1150000.0
4,3.5,2640.0,3062.0,98103,1750000.0
3,2.5,1670.0,1304.0,98144,875000.0
3,1.0,1090.0,7258.0,98133,630000.0
3,3.5,1621.0,987.0,98109,1085000.0
4,2.0,2591.0,6900.0,98125,800000.0
2,2.5,840.0,897.0,98118,612500.0
4,3.5,2910.0,3491.0,98115,2325000.0
2,1.0,1410.0,5000.0,98118,590000.0
2,1.0,770.0,4672.0,98106,560000.0
3,2.0,1900.0,6957.0,98199,1299000.0
3,2.0,2760.0,5195.0,98119,1256000.0
3,2.0,1290.0,2700.0,98144,925000.0
2,2.0,850.0,6120.0,98115,889900.0
2,1.5,900.0,900.0,98105,568000.0
6,5.0,2667.0,4000.0,98122,900000.0
2,1.5,1320.0,6080.0,98116,810000.0
2,1.0,1140.0,4920.0,98106,528000.0
3,1.0,1380.0,4080.0,98117,890000.0
3,2.0,1422.0,1405.0,98117,780000.0
2,3.0,2943.0,133293.6,98105,1650000.0
3,2.0,1250.0,6000.0,98106,625000.0
3,2.0,2390.0,10890.0,98133,1150000.0
3,2.0,1680.0,5000.0,98199,1087500.0
2,2.0,840.0,1452.0,98116,645000.0
3,1.5,1880.0,6215.0,98125,749000.0
2,2.0,881.0,6000.0,98103,550000.0
2,1.0,850.0,4000.0,98144,778000.0
3,1.5,2170.0,3000.0,98109,1250000.0
2,1.0,1110.0,5413.0,98125,820000.0
4,3.5,3930.0,4000.0,98102,2925000.0
3,1.5,1710.0,1250.0,98122,1000000.0
5,3.0,2120.0,1959.0,98126,750000.0
3,4.0,2360.0,5080.0,98115,1325000.0
4,4.0,2250.0,6600.0,98106,1070000.0
4,2.0,2320.0,6960.0,98115,1150000.0
4,3.5,3490.0,11761.2,98115,1480000.0
4,2.5,2500.0,4046.0,98117,1295000.0
2,2.5,1490.0,7547.0,98115,855000.0
3,2.5,1700.0,2125.0,98102,1475000.0
2,2.0,1261.0,978.0,98125,625000.0
4,2.0,2440.0,2168.0,98122,1060000.0
3,2.5,1420.0,2929.0,98108,750000.0
3,2.0,1380.0,815.0,98122,740000.0
3,2.0,1111.0,719.0,98112,849000.0
3,1.5,1920.0,6300.0,98133,865000.0
3,1.5,1220.0,2242.0,98144,660000.0
3,3.0,4010.0,8207.0,98112,3050000.0
2,2.0,1170.0,588.0,98144,644999.0
3,2.5,1600.0,695.0,98144,699900.0
2,1.5,1290.0,1748.0,98144,762500.0
2,1.0,980.0,3200.0,98112,800000.0
2,1.5,1260.0,3858.0,98118,715000.0
5,2.0,2660.0,6400.0,98136,1125000.0
4,3.0,2680.0,6402.0,98115,2100000.0
4,2.0,1640.0,4400.0,98136,730000.0
3,2.0,2000.0,5632.0,98115,925000.0
2,2.0,1523.0,864.0,98125,639950.0
4,3.0,2430.0,9500.0,98146,520000.0
2,2.0,1199.0,46173.600000000006,98117,375000.0
4,3.0,2160.0,6298.0,98125,980000.0
2,2.0,1425.0,18295.2,98104,899000.0
6,7.0,4570.0,12632.4,98105,1950000.0
2,1.5,940.0,1740.0,98144,640000.0
3,3.5,1710.0,1728.0,98126,699000.0
3,2.5,1430.0,1102.0,98103,855000.0
3,3.5,1500.0,1274.0,98118,598800.0
3,1.5,1376.0,1169.0,98107,780000.0
4,3.5,4002.0,5000.0,98116,2100000.0
4,1.0,1600.0,11761.2,98115,652000.0
5,3.0,2055.0,4000.0,98122,1100000.0
1,1.0,647.0,7197.0,98102,377500.0
2,2.0,940.0,585.0,98115,579000.0
2,1.5,1150.0,1262.0,98125,590000.0
2,2.5,1459.0,887.0,98103,665000.0
4,2.5,1910.0,3000.0,98103,1625000.0
4,3.0,2297.0,7200.0,98178,783000.0
4,2.5,2320.0,5001.0,98118,820000.0
5,3.5,2387.0,5445.0,98133,1125000.0
5,3.5,3270.0,4080.0,98115,2000000.0
3,2.5,1530.0,1482.0,98126,899999.0
2,1.0,1150.0,6340.0,98136,845714.0
3,2.0,1237.0,4760.0,98106,747250.0
3,2.5,1760.0,1143.0,98136,850000.0
2,2.0,2720.0,4958.0,98144,720000.0
4,2.0,1345.0,2808.0,98103,962000.0
4,3.0,2600.0,6840.0,98115,1750000.0
3,2.0,2209.0,2734.0,98115,715000.0
2,2.5,950.0,1748.0,98107,695000.0
4,2.5,1530.0,3060.0,98146,675000.0
2,1.0,830.0,6180.0,98103,942000.0
3,2.0,1590.0,910.0,98117,910000.0
3,3.0,1524.0,513.0,98122,850000.0
4,3.0,1920.0,7455.0,98125,2095000.0
4,2.0,2660.0,5243.0,98115,1357000.0
3,2.0,2284.0,6395.0,98136,850000.0
3,2.5,1604.0,1040.0,98144,760000.0
4,4.0,2555.0,4000.0,98105,1500000.0
3,1.5,2460.0,15245.999999999998,98115,1150000.0
3,2.5,2793.0,1734.0,98109,1732000.0
2,1.5,1540.0,4800.0,98106,751000.0
3,1.0,950.0,7320.0,98106,589000.0
3,1.5,1720.0,14374.800000000001,98168,426000.0
2,2.0,1470.0,7443.0,98125,707000.0
5,2.5,3500.0,14374.800000000001,98146,875000.0
3,2.5,1570.0,1362.0,98103,901000.0
2,2.0,1188.0,18730.8,98119,450000.0
3,2.5,2570.0,12196.800000000001,98118,1175000.0
3,2.5,1631.0,1485.0,98103,1049950.0
3,2.0,1596.0,27878.4,98105,505000.0
2,2.5,820.0,1293.0,98126,525000.0
3,2.5,1610.0,1500.0,98119,875000.0
3,2.0,1425.0,729.0,98117,759999.0
2,2.5,1086.0,2068.0,98115,884950.0
2,2.5,1043.0,990.0,98117,690000.0
3,2.0,1440.0,4239.0,98119,1195000.0
1,1.0,590.0,1549.0,98106,435000.0
4,2.0,2040.0,4178.0,98112,1175000.0
3,1.0,1780.0,5000.0,98144,975000.0
3,2.5,3560.0,5000.0,98116,1575000.0
2,2.5,1475.0,3753.0,98103,945000.0
4,2.5,1890.0,3000.0,98178,668000.0
4,2.0,2790.0,6250.0,98126,930000.0
4,3.5,2600.0,3900.0,98122,2225000.0
3,2.0,1060.0,8910.0,98106,575000.0
3,1.0,2180.0,10890.0,98125,720000.0
3,2.0,1379.0,3353.0,98125,729950.0
3,1.5,2550.0,4080.0,98105,958748.0
4,3.5,3815.0,3960.0,98116,2895000.0
4,2.0,2634.0,7475.0,98115,1500000.0
1,1.0,540.0,15245.999999999998,98104,335000.0
2,1.0,860.0,4800.0,98108,565000.0
3,2.5,1690.0,7200.0,98125,807500.0
3,3.5,1800.0,1545.0,98103,750000.0
3,2.5,1350.0,662.0,98119,899000.0
4,2.0,2900.0,4700.0,98144,1275000.0
3,3.0,1880.0,2200.0,98107,999950.0
1,1.0,677.0,29620.800000000003,98115,270000.0
1,1.0,820.0,5100.0,98118,530000.0
3,2.5,1360.0,1248.0,98103,700000.0
4,3.5,2600.0,4000.0,98117,1950000.0
4,3.5,2852.0,3178.0,98102,1715000.0
3,3.5,1370.0,1125.0,98133,619000.0
3,1.5,2000.0,4800.0,98112,1400000.0
3,3.5,3380.0,7531.0,98177,1599500.0
3,3.0,1620.0,5760.0,98136,1058000.0
3,2.0,2270.0,7920.0,98122,1550000.0
3,1.0,1200.0,9180.0,98168,500000.0
2,2.0,1225.0,960.0,98115,725000.0
3,2.0,1380.0,8580.0,98125,775000.0
2,1.0,1200.0,6200.0,98103,1025100.0
2,2.0,1620.0,3090.0,98103,835000.0
3,2.0,2950.0,5350.0,98199,1500000.0
4,2.0,2100.0,3600.0,98116,1225000.0
3,2.0,1705.0,7680.0,98177,910000.0
4,4.5,3610.0,4500.0,98112,2800000.0
3,3.5,1800.0,1563.0,98103,1050000.0
3,1.0,2130.0,3710.0,98117,850000.0
2,2.0,1367.0,86248.8,98121,1350000.0
3,2.5,1730.0,2757.0,98125,800000.0
4,3.5,4194.0,5400.0,98112,3500000.0
9,9.0,3780.0,5020.0,98119,1210000.0
3,3.0,1410.0,826.0,98107,865000.0
4,1.0,1340.0,3825.0,98117,875000.0
5,1.0,2380.0,4240.0,98136,539000.0
3,4.5,2140.0,3314.0,98109,1835000.0
3,2.0,2080.0,5650.0,98178,738000.0
2,1.0,1410.0,6180.0,98118,799000.0
1,1.0,571.0,25264.8,98121,331000.0
4,2.5,2340.0,9670.0,98106,870000.0
5,4.5,5210.0,6772.0,98122,3320000.0
2,1.5,1060.0,5137.0,98118,530000.0
2,2.5,996.0,2450.0,98122,799000.0
4,2.0,1850.0,3570.0,98105,1200000.0
1,1.0,690.0,4000.0,98117,560000.0
4,2.0,2260.0,3750.0,98107,1330000.0
4,3.5,3190.0,4305.0,98107,2130000.0
3,2.5,1846.0,10454.4,98199,1060000.0
3,2.0,1700.0,3220.0,98118,999999.0
4,2.0,2240.0,6240.0,98126,795000.0
4,2.0,1660.0,2280.0,98103,1127500.0
2,3.0,1780.0,2240.0,98133,720000.0
4,3.5,2270.0,2500.0,98146,710000.0
3,3.5,2024.0,1694.0,98107,1200000.0
2,2.5,1103.0,5500.0,98107,780000.0
3,1.0,1460.0,5856.0,98115,880000.0
6,7.0,4260.0,3600.0,98119,2300000.0
3,2.5,1660.0,2700.0,98122,816750.0
3,1.5,1350.0,1193.0,98107,750000.0
4,3.0,2949.0,5580.0,98103,1610000.0
3,2.5,1718.0,1268.0,98117,900000.0
2,1.0,1370.0,6084.0,98119,1000000.0
4,2.5,1822.0,1500.0,98199,1033000.0
2,1.0,800.0,560.0,98103,690000.0
2,1.0,903.0,176853.59999999998,98146,312500.0
3,2.0,2140.0,9290.0,98133,925000.0
4,5.0,2970.0,7961.0,98125,1450000.0
2,2.0,900.0,8000.0,98122,590000.0
2,2.0,2600.0,3600.0,98122,750000.0
2,1.0,1180.0,4386.0,98106,419000.0
1,1.0,564.0,4356000.0,98103,602000.0
4,2.0,1700.0,8001.0,98125,891000.0
3,3.0,1524.0,513.0,98122,875000.0
3,3.0,1410.0,1316.0,98103,1200000.0
1,1.0,831.0,30491.999999999996,98136,480000.0
5,3.0,3060.0,7006.0,98118,889000.0
4,2.0,2352.0,4000.0,98107,1295000.0
4,3.5,2304.0,4503.0,98103,1550000.0
3,1.0,1450.0,7200.0,98115,1125000.0
2,1.0,980.0,13939.2,98168,475000.0
2,1.5,1550.0,7154.0,98112,1550000.0
1,1.0,704.0,500.0,98144,645000.0
1,1.5,1425.0,97138.8,98102,2200000.0
5,3.5,4060.0,3400.0,98116,2888000.0
2,2.0,979.0,13939.2,98199,470000.0
4,2.0,1830.0,6000.0,98136,950000.0
2,1.0,1260.0,7440.0,98133,626000.0
2,1.0,1027.0,79714.8,98115,300000.0
5,2.0,3210.0,7578.0,98115,688000.0
4,2.0,1760.0,4700.0,98115,999950.0
2,1.0,860.0,4000.0,98178,480000.0
4,2.5,1560.0,2400.0,98144,1110000.0
4,3.0,3110.0,5715.0,98119,1500000.0
3,2.0,1440.0,6120.0,98115,935000.0
3,2.0,1500.0,5750.0,98136,770000.0
3,1.5,2160.0,5080.0,98117,915000.0
4,5.5,3100.0,9450.0,98125,1375000.0
1,1.0,522.0,5000.0,98107,325000.0
3,2.0,1560.0,1170.0,98117,920000.0
3,3.0,3400.0,8000.0,98136,1150000.0
2,2.0,1761.0,400751.99999999994,98115,665000.0
2,1.5,1076.0,1060.0,98125,549000.0
2,2.0,1217.0,1331.0,98199,787950.0
3,3.5,1450.0,1467.0,98126,670000.0
2,1.0,1000.0,4400.0,98112,750000.0
2,2.5,1124.0,1354.0,98115,799950.0
4,3.5,3070.0,5016.0,98144,1900000.0
1,1.0,480.0,560.0,98109,275000.0
3,2.0,1860.0,3400.0,98105,1165000.0
2,1.0,740.0,6300.0,98126,500000.0
3,2.0,1440.0,9065.0,98133,830000.0
3,1.0,1340.0,6223.0,98117,765000.0
3,3.0,1700.0,6882.0,98136,1275000.0
4,3.5,2950.0,5000.0,98105,1800000.0
3,2.5,4240.0,9487.0,98116,2725000.0
4,3.5,3495.0,4080.0,98144,2000000.0
3,3.0,2560.0,2500.0,98112,1300000.0
3,3.0,2040.0,4000.0,98117,1000000.0
3,1.0,890.0,5200.0,98126,575000.0
3,1.5,1730.0,5000.0,98115,870000.0
4,2.0,2400.0,8160.0,98177,900000.0
3,2.5,1270.0,924.0,98144,675000.0
4,3.0,1830.0,4000.0,98107,1352000.0
3,2.5,2470.0,4452.0,98126,800000.0
4,4.0,2300.0,5700.0,98115,1210000.0
4,2.5,1600.0,2336.0,98105,699000.0
3,2.5,2230.0,7944.0,98178,555000.0
1,1.0,956.0,5480.0,98104,870000.0
3,3.0,1872.0,2475.0,98107,1050000.0
4,5.0,2030.0,5124.0,98106,700000.0
4,2.0,1980.0,2242.0,98136,785000.0
3,3.0,1180.0,1003.0,98116,729000.0
4,2.5,2630.0,4500.0,98122,1340000.0
4,2.0,2010.0,4275.0,98115,1100000.0
4,3.5,3487.0,9500.0,98136,2010000.0
4,2.0,2570.0,3440.0,98112,850000.0
2,2.0,1440.0,8100.0,98168,390000.0
2,2.0,1131.0,18730.8,98103,470000.0
2,1.0,1440.0,7531.0,98133,675000.0
3,3.5,2010.0,2208.0,98117,1111111.0
2,3.0,1073.0,118047.59999999999,98133,429900.0
4,3.5,3300.0,6840.0,98125,1575000.0
4,2.0,3040.0,5272.0,98199,1665500.0
4,2.5,2500.0,8760.0,98146,577000.0
4,1.0,1810.0,5073.0,98126,655500.0
3,2.0,1411.0,15245.999999999998,98104,699000.0
3,1.0,3960.0,10890.0,98118,722500.0
3,1.0,1000.0,9856.0,98136,750000.0
5,2.0,2300.0,3315.0,98105,1266000.0
5,3.0,2820.0,7707.0,98117,1550000.0
3,1.0,1620.0,3000.0,98118,600000.0
3,2.0,1470.0,1232.0,98136,875000.0
2,2.5,1088.0,33541.200000000004,98133,475000.0
5,2.0,2160.0,7620.0,98106,795000.0
3,3.5,3105.0,2557.0,98112,2250000.0
2,2.0,1200.0,1247.0,98122,699950.0
2,2.0,1240.0,583.0,98117,710000.0
3,2.5,1550.0,1131.0,98122,1065000.0
7,4.0,2300.0,2920.0,98122,1095000.0
4,3.0,2466.0,6030.0,98115,1299000.0
2,2.0,1817.0,1156.0,98102,2100000.0
4,3.0,1500.0,3360.0,98122,1155000.0
4,2.0,2380.0,4500.0,98144,525000.0
2,2.0,1524.0,6250.0,98108,710000.0
3,2.5,1370.0,982.0,98117,699500.0
3,2.0,1449.0,939.0,98107,720000.0
2,2.0,1140.0,1045.0,98103,850000.0
3,2.5,1010.0,570.0,98118,615000.0
9,5.0,3014.0,7908.0,98178,835000.0
3,3.5,1450.0,1081.0,98118,580000.0
2,2.0,1248.0,912.0,98122,890955.0
4,2.0,2600.0,4224.0,98117,1098500.0
3,2.0,1328.0,839.0,98103,929950.0
1,1.0,614.0,16117.199999999999,98109,369950.0
4,3.0,2481.0,8297.0,98115,999000.0
4,1.0,1420.0,5240.0,98178,445000.0
4,3.0,2040.0,5000.0,98117,1410000.0
3,3.0,1390.0,5000.0,98126,1095000.0
2,3.0,920.0,675.0,98107,690000.0
4,3.5,1835.0,1884.0,98103,1299950.0
4,2.0,1840.0,3760.0,98103,825000.0
3,2.5,3020.0,7500.0,98177,1450000.0
3,2.0,2520.0,4000.0,98115,1050000.0
4,5.0,2240.0,5624.0,98108,965000.0
3,2.5,1880.0,1282.0,98106,725000.0
2,2.0,995.0,5000.0,98144,850000.0
2,1.0,730.0,6200.0,98105,25000000.0
4,2.0,1500.0,4471.0,98133,947000.0
3,2.0,2080.0,6769.0,98108,800000.0
3,3.0,1425.0,1199.0,98177,819950.0
4,2.5,3840.0,52272.0,98177,2195000.0
4,3.0,2074.0,1999.0,98126,812500.0
5,3.0,3556.0,6120.0,98115,2250000.0
1,1.0,1100.0,747.0,98107,745000.0
2,1.0,730.0,5150.0,98106,545000.0
4,2.0,1170.0,9216.0,98178,390000.0
4,3.0,2240.0,8691.0,98118,625000.0
4,2.0,1750.0,6380.0,98115,855000.0
5,3.0,2480.0,5100.0,98117,1135000.0
4,2.5,1420.0,1800.0,98103,760000.0
2,1.0,990.0,3844.0,98133,474000.0
2,1.0,1520.0,4250.0,98117,820000.0
5,2.0,2100.0,6000.0,98108,599950.0
3,3.0,1740.0,5000.0,98136,1010000.0
2,2.0,1760.0,6150.0,98108,750000.0
4,3.5,3018.0,3600.0,98103,1795000.0
2,1.0,2380.0,6061.0,98108,640000.0
5,5.0,3810.0,13939.2,98177,1180000.0
2,2.5,1048.0,834.0,98112,899000.0
3,1.5,1610.0,4000.0,98122,1106000.0
4,2.5,2213.0,3367.0,98107,1075000.0
2,1.0,850.0,3056.0,98107,813000.0
3,3.0,1280.0,2600.0,98103,900000.0
3,1.0,980.0,4200.0,98119,700000.0
4,3.5,3840.0,13939.2,98118,1250000.0
