beds,baths,size,lot_size,zip_code,price
4,2.5,2240.0,5229.0,98117,1050000.0
2,1.0,886.0,8863.0,98112,620000.0
3,2.0,1560.0,4960.0,98106,799000.0
4,2.0,1730.0,8100.0,98146,852000.0
3,2.0,1700.0,5346.0,98115,1150000.0
4,3.5,1909.0,1544.0,98103,1500000.0
3,2.0,2180.0,3740.0,98117,1012000.0
3,3.0,1460.0,7200.0,98144,1000000.0
2,1.0,1010.0,6750.0,98125,549950.0
3,1.0,990.0,8100.0,98146,635000.0
2,2.0,1164.0,8280.0,98117,706474.0
1,1.0,583.0,12632.4,98119,349000.0
4,2.0,2740.0,6000.0,98119,1400000.0
3,2.0,1670.0,5400.0,98118,485000.0
3,1.0,830.0,7800.0,98125,660000.0
3,3.5,2530.0,1880.0,98102,1299000.0
4,3.0,2660.0,5100.0,98117,1360000.0
4,2.0,2820.0,4764.0,98117,1441000.0
2,1.0,1011.0,10454.4,98103,159488.0
2,1.5,1088.0,1518.0,98106,590000.0
6,3.5,3785.0,5150.0,98117,3150000.0
3,2.0,1540.0,1102.0,98144,630000.0
2,1.5,1180.0,10890.0,98168,575000.0
3,3.5,1968.0,1498.0,98199,980000.0
1,1.0,610.0,25700.399999999998,98119,340000.0
2,2.0,1346.0,23086.800000000003,98116,800000.0
2,2.5,1320.0,1030.0,98133,570000.0
3,3.5,3064.0,25700.399999999998,98121,2450000.0
3,2.0,2980.0,5800.0,98115,1415000.0
4,3.5,3050.0,6146.0,98102,2250000.0
3,2.0,2020.0,7200.0,98133,917500.0
3,2.5,1926.0,1483.0,98122,1148000.0
2,1.0,1330.0,7425.0,98125,479000.0
3,2.0,2410.0,4950.0,98199,1083000.0
2,2.5,1580.0,5000.0,98106,699000.0
3,1.0,1030.0,4480.0,98105,710000.0
3,3.0,1630.0,6721.0,98168,615000.0
4,2.5,2370.0,3600.0,98146,750000.0
4,1.0,1310.0,6000.0,98146,735000.0
3,2.0,1996.0,4656.0,98117,986500.0
3,2.0,1580.0,6396.0,98126,820000.0
4,2.0,2360.0,6120.0,98115,950000.0
3,2.0,1496.0,43560.0,98144,824500.0
2,2.5,1250.0,1027.0,98117,725000.0
4,2.5,2380.0,5000.0,98105,1900000.0
2,2.0,1095.0,617.0,98177,599950.0
2,2.0,1080.0,1175.0,98106,533500.0
2,2.0,1146.0,800.0,98112,845000.0
4,2.5,1544.0,2352.0,98117,850000.0
1,1.0,707.0,11325.6,98122,590000.0
4,3.0,2067.0,43560.0,98122,1074900.0
4,3.0,2360.0,7200.0,98115,1360000.0
2,2.0,724.0,5400.0,98103,430000.0
5,2.5,2180.0,4069.0,98118,1009975.0
3,2.0,1960.0,4400.0,98199,955000.0
1,1.0,727.0,5250.0,98103,445000.0
3,2.0,1209.0,752.0,98116,725000.0
5,3.0,3070.0,3400.0,98117,1450000.0
4,2.5,2130.0,6250.0,98136,960000.0
4,2.5,2220.0,3770.0,98144,1235000.0
4,3.0,2288.0,6550.0,98126,1105000.0
5,3.0,3120.0,7865.0,98178,795000.0
4,2.5,2180.0,6099.0,98115,1275000.0
3,2.0,1590.0,3000.0,98146,560000.0
3,1.5,2220.0,6270.0,98115,930000.0
1,1.0,574.0,50965.2,98109,280000.0
4,2.0,2480.0,5996.0,98122,825000.0
4,3.0,3320.0,5750.0,98116,750000.0
2,1.0,1720.0,5017.0,98118,575000.0
3,2.0,2050.0,5000.0,98109,1265000.0
4,3.0,2370.0,3880.0,98115,1830000.0
4,5.0,3660.0,12632.4,98118,2695000.0
3,3.5,1670.0,905.0,98107,1115000.0
2,3.5,990.0,37461.6,98178,405000.0
3,3.0,3120.0,5996.0,98199,1350000.0
3,2.0,2260.0,6000.0,98199,1300000.0
2,1.0,650.0,3780.0,98103,708888.0
3,3.5,1540.0,2322.0,98126,699950.0
3,3.5,1980.0,1659.0,98144,1055000.0
3,1.0,2160.0,5100.0,98115,920000.0
4,2.5,3080.0,13068.0,98117,1650000.0
2,3.0,1740.0,4148.0,98105,1395000.0
3,2.0,1900.0,4000.0,98112,1766000.0
9,5.0,3940.0,5303.0,98133,1089000.0
4,1.5,1920.0,10454.4,98125,850000.0
3,2.5,1610.0,1690.0,98107,895000.0
6,4.0,2960.0,3796.0,98199,1050000.0
4,2.0,1810.0,5100.0,98117,945000.0
2,2.0,1893.0,400751.99999999994,98115,727000.0
3,2.0,1096.0,43560.0,98117,875000.0
3,4.5,3760.0,7000.0,98199,1570000.0
4,2.5,2720.0,8000.0,98136,1315000.0
2,2.0,1510.0,7200.0,98105,915000.0
2,2.0,1350.0,815.0,98119,1035000.0
4,3.5,2980.0,4800.0,98112,2400000.0
5,2.0,2260.0,3848.0,98117,865000.0
3,2.0,1990.0,8710.0,98146,730000.0
2,1.5,1555.0,41817.6,98122,677500.0
3,2.0,2350.0,4400.0,98122,1140000.0
2,1.0,1440.0,6090.0,98125,699950.0
1,1.0,627.0,46173.600000000006,98107,429000.0
2,1.0,770.0,5896.0,98126,560000.0
3,2.5,1570.0,1342.0,98103,700000.0
3,3.0,2650.0,8612.0,98105,1600000.0
2,1.5,1070.0,1726.0,98103,850000.0
3,0.5,1941.0,3726.0,98103,892700.0
3,2.5,2030.0,3999.0,98115,1439000.0
2,1.0,1620.0,16988.4,98178,619000.0
2,2.5,1400.0,1112.0,98103,850000.0
3,2.0,2354.0,4400.0,98115,938000.0
3,1.0,1340.0,7669.0,98177,785000.0
2,1.0,903.0,176853.59999999998,98146,363500.0
3,1.5,1220.0,6350.0,98103,599000.0
2,1.0,1250.0,4500.0,98118,500000.0
2,2.0,1040.0,6800.0,98133,625000.0
2,1.0,1660.0,4800.0,98109,850000.0
2,1.5,805.0,5000.0,98107,500000.0
3,1.0,1060.0,4000.0,98117,1125000.0
5,3.5,3160.0,6200.0,98112,2300000.0
3,3.0,1120.0,4800.0,98168,525000.0
4,2.5,1881.0,1881.0,98133,870000.0
5,2.5,3460.0,7464.0,98144,2425000.0
2,2.0,880.0,10018.800000000001,98126,680000.0
3,2.0,1340.0,2211.0,98103,925000.0
4,2.5,2560.0,6582.0,98116,1712000.0
4,2.0,2178.0,6800.0,98133,880000.0
4,3.5,3220.0,6250.0,98199,2195000.0
3,3.0,2070.0,4227.0,98136,730000.0
3,2.5,2131.0,1036.0,98119,1520000.0
2,3.0,970.0,593.0,98102,769900.0
6,3.5,2430.0,5580.0,98108,870000.0
3,2.5,1395.0,1418.0,98116,725000.0
3,2.5,1810.0,6925.0,98125,922000.0
1,1.0,717.0,11761.2,98109,425000.0
5,3.0,2170.0,7500.0,98178,775000.0
4,3.0,3120.0,9750.0,98144,1670000.0
3,2.0,1870.0,4000.0,98136,849000.0
4,3.5,2285.0,1792.0,98116,1500000.0
3,2.5,2783.0,7206.0,98199,1640000.0
4,2.0,2540.0,4700.0,98107,1280000.0
2,1.0,1010.0,14810.400000000001,98125,870000.0
3,2.5,1420.0,1873.0,98103,890000.0
3,1.0,1410.0,7080.0,98118,475000.0
3,2.0,2320.0,4000.0,98115,880000.0
3,2.0,1719.0,1056.0,98103,1160000.0
4,2.0,2037.0,3326.0,98119,1247500.0
2,1.5,1370.0,938.0,98115,700000.0
2,1.0,1480.0,6734.0,98117,905000.0
5,4.5,3636.0,6180.0,98115,2840000.0
3,1.5,1780.0,4800.0,98126,650000.0
3,2.0,1094.0,2332.0,98108,649995.0
1,1.0,830.0,5100.0,98103,695000.0
4,3.0,2790.0,15245.999999999998,98133,965000.0
4,3.5,5690.0,7469.0,98112,3630000.0
3,1.0,1430.0,16117.199999999999,98168,499800.0
3,2.5,1460.0,1850.0,98106,575000.0
3,2.5,1386.0,1065.0,98107,999950.0
5,3.0,2310.0,4011.0,98106,780000.0
2,1.5,1340.0,4342.0,98115,675000.0
2,4.0,1291.0,1361.0,98116,800500.0
3,2.5,2320.0,4400.0,98116,949000.0
3,2.5,2150.0,13939.2,98116,1360000.0
3,2.0,1425.0,759.0,98117,750000.0
2,1.0,1280.0,2690.0,98118,859000.0
3,3.0,1480.0,9127.0,98117,729000.0
3,3.0,2110.0,7324.0,98177,1270000.0
3,2.5,1569.0,1553.0,98107,950000.0
3,3.0,2247.0,866.0,98109,1725000.0
3,1.0,1220.0,5000.0,98107,750000.0
2,1.0,1060.0,3250.0,98103,900000.0
4,2.0,1920.0,17859.6,98118,1210000.0
4,1.5,1740.0,9205.0,98146,649950.0
3,1.5,2230.0,3500.0,98117,1075000.0
4,2.5,2760.0,6001.0,98178,640000.0
3,3.0,1660.0,625.0,98118,795000.0
3,2.5,1360.0,916.0,98112,805000.0
4,4.5,5200.0,7653.0,98118,2600000.0
3,2.5,1573.0,1255.0,98107,1030000.0
4,3.0,1700.0,7320.0,98146,649000.0
4,3.5,2560.0,4080.0,98144,1325000.0
3,2.0,1330.0,1539.0,98122,680000.0
4,2.0,2180.0,5100.0,98115,838000.0
3,2.0,1350.0,1055.0,98103,785000.0
2,1.5,1720.0,1588.0,98144,725000.0
4,3.5,3060.0,41817.6,98136,3931000.0
2,2.0,954.0,14374.800000000001,98133,380000.0
2,2.5,1460.0,1536.0,98106,599950.0
4,3.0,1540.0,3060.0,98105,1108000.0
3,1.5,2560.0,6150.0,98118,720000.0
2,2.5,1440.0,3000.0,98144,875000.0
3,2.5,1324.0,2217.0,98126,649950.0
2,2.0,1290.0,1192.0,98125,635000.0
1,1.0,748.0,11325.6,98122,499000.0
3,2.0,1660.0,6120.0,98115,795000.0
3,1.0,1964.0,9050.0,98168,625000.0
3,2.0,1460.0,1554.0,98116,759000.0
1,1.0,683.0,12632.4,98119,450500.0
4,2.0,2060.0,5080.0,98115,812500.0
4,2.0,1160.0,4224.0,98103,710000.0
3,2.0,1540.0,1124.0,98144,680000.0
2,1.0,1860.0,2526.0,98105,898000.0
5,4.0,4490.0,5220.0,98122,1150000.0
6,4.0,2310.0,5012.0,98108,849000.0
3,3.5,3130.0,12196.800000000001,98105,2350000.0
2,1.0,2110.0,8160.0,98146,376000.0
3,1.5,1590.0,3797.0,98108,700000.0
3,2.5,1280.0,1845.0,98105,900000.0
2,1.0,840.0,8150.0,98118,495000.0
3,2.0,2020.0,8120.0,98125,950000.0
4,3.0,3610.0,8037.0,98105,2330000.0
2,1.0,1040.0,6103.0,98133,350000.0
3,2.5,1970.0,2109.0,98103,715000.0
4,3.0,2190.0,5350.0,98115,1490000.0
4,3.0,2120.0,7721.0,98126,920000.0
2,2.0,1415.0,278784.0,98125,449000.0
4,3.5,1835.0,1750.0,98103,1299950.0
2,4.5,1670.0,905.0,98107,1115000.0
3,3.5,2570.0,4094.0,98105,2000000.0
3,2.0,2060.0,3090.0,98118,700000.0
3,2.5,1740.0,1389.0,98102,1678000.0
5,3.0,2510.0,5130.0,98103,910000.0
3,2.0,1516.0,5000.0,98116,1150000.0
3,1.0,940.0,4850.0,98136,500000.0
4,2.0,2440.0,4002.0,98144,1116000.0
5,4.0,2470.0,5000.0,98118,1005000.0
2,2.0,1288.0,5365.0,98133,755000.0
4,3.5,3240.0,4680.0,98112,1995000.0
3,2.5,1550.0,1391.0,98107,825000.0
4,2.0,2080.0,7740.0,98106,750000.0
4,3.0,1400.0,5000.0,98107,1000000.0
2,2.5,1159.0,5250.0,98122,885000.0
2,1.5,901.0,4800.0,98107,599000.0
4,3.0,2900.0,7500.0,98136,1175000.0
4,2.5,2052.0,16552.8,98178,865000.0
2,2.0,2353.0,8750.0,98116,1160000.0
5,2.0,2640.0,2950.0,98122,1000000.0
2,1.0,1090.0,4500.0,98118,580000.0
5,2.5,3960.0,7680.0,98199,1850000.0
4,1.5,3030.0,5400.0,98112,1500000.0
4,2.5,3080.0,9300.0,98168,650000.0
2,1.5,1276.0,23522.4,98103,885000.0
3,1.0,910.0,7242.0,98168,480000.0
5,3.5,4180.0,4080.0,98109,3000000.0
5,1.5,2830.0,4000.0,98118,766000.0
2,1.0,970.0,5130.0,98116,600000.0
3,2.0,1576.0,1238.0,98122,974999.0
3,2.0,1080.0,5750.0,98116,875000.0
2,5.5,2659.0,22651.2,98102,6250000.0
5,5.0,3623.0,8000.0,98115,1975000.0
4,3.5,2520.0,3821.0,98199,1765000.0
4,3.5,2720.0,3024.0,98102,1750000.0
2,2.0,968.0,656.0,98103,715000.0
2,3.5,2080.0,1412.0,98103,1495000.0
2,2.5,1365.0,176418.0,98118,525000.0
2,1.0,1580.0,22651.2,98178,500000.0
2,1.0,860.0,6678.0,98116,750000.0
2,2.0,1038.0,14374.800000000001,98116,600000.0
4,3.0,2860.0,4182.0,98103,1600000.0
5,2.0,2340.0,5120.0,98106,613000.0
3,2.5,1810.0,1436.0,98107,1000000.0
2,1.0,2530.0,5000.0,98122,700000.0
3,3.5,1820.0,1099.0,98122,1125000.0
2,1.0,648.0,4997.0,98107,430000.0
2,2.5,1448.0,23522.4,98103,1325000.0
2,1.0,1660.0,12196.800000000001,98125,535000.0
5,3.0,2970.0,5250.0,98117,1225000.0
5,4.0,3030.0,5200.0,98108,1250000.0
3,2.0,1400.0,8910.0,98106,530000.0
2,1.5,900.0,43560.0,98133,549755.0
3,2.0,2740.0,5000.0,98144,1278500.0
2,1.0,720.0,6693.0,98117,545000.0
4,2.5,1880.0,3300.0,98117,1050000.0
3,2.5,1681.0,172933.2,98126,650000.0
4,2.0,3325.0,6000.0,98199,1650000.0
5,3.5,4397.0,6800.0,98105,3400000.0
3,1.5,1540.0,6300.0,98126,689000.0
3,1.0,1530.0,13503.6,98146,435000.0
2,2.0,1015.0,87991.2,98115,468000.0
4,3.0,2340.0,5023.0,98108,780000.0
2,2.0,1570.0,3060.0,98103,849000.0
4,2.5,1806.0,5000.0,98118,745000.0
3,2.5,1346.0,1270.0,98107,899000.0
3,2.0,1600.0,8640.0,98117,877500.0
2,2.0,1170.0,18295.2,98112,655000.0
3,2.5,1660.0,1681.0,98144,690000.0
1,1.0,707.0,202989.6,98133,325000.0
3,2.0,1390.0,6656.0,98116,899950.0
3,2.0,2900.0,3800.0,98199,1305000.0
1,1.0,704.0,43560.0,98144,519950.0
3,4.0,2400.0,5563.0,98122,1460000.0
3,1.0,1120.0,4000.0,98112,985000.0
4,2.0,1710.0,3250.0,98117,1170000.0
3,2.0,1880.0,1751.0,98122,955000.0
3,3.0,1454.0,760.0,98122,890955.0
14,5.0,3884.0,4968.0,98106,1300000.0
3,1.5,2300.0,4100.0,98107,1125000.0
4,3.0,2520.0,3000.0,98105,1025000.0
4,3.0,3335.0,6000.0,98115,1325000.0
3,2.5,2118.0,2466.0,98118,837000.0
2,1.0,910.0,4800.0,98117,825000.0
4,1.0,2080.0,4845.0,98117,800000.0
2,1.0,2520.0,5000.0,98122,810000.0
3,2.0,1560.0,5056.0,98116,965000.0
2,1.0,1130.0,4388.0,98199,1180000.0
1,1.0,543.0,52707.6,98121,425000.0
